ReviewID,ProductID,CustomerID,Category,Channel,Platform,Rating,Sentiment,ReviewDate,HelpfulVotes,VerifiedPurchase
REV-01623,PROD-TOP-001,4741,Top,Flipkart,Mobile Web,3,Neutral,2023-12-29,98,False
REV-01624,PROD-BOTTOM-001,301,Bottom,Nalli,Tablet App,5,Positive,2022-12-16,19,False
REV-01625,PROD-JACKET-001,2842,Jacket,Flipkart,Desktop Web,4,Positive,2024-06-07,43,False
REV-01626,PROD-LEHENGA-001,744,Lehenga Choli,Nalli,Desktop Web,5,Positive,2023-07-05,33,True
REV-01627,PROD-BOTTOM-001,4236,Bottom,Myntra,Tablet App,4,Positive,2022-08-25,17,True
REV-01628,PROD-JACKET-001,4821,Jacket,Amazon,Mobile Web,4,Positive,2024-02-13,89,True
REV-01629,PROD-SAREE-002,1301,Saree,Ajio,Tablet App,5,Positive,2022-01-17,42,True
REV-01630,PROD-SET-001,2510,Set,Myntra,Tablet App,3,Neutral,2024-01-04,69,True
REV-01631,PROD-KURTA-001,4863,kurta,Nalli,Tablet App,4,Positive,2024-07-23,93,True
REV-01632,PROD-BOTTOM-002,3058,Bottom,Nalli,Mobile Web,5,Positive,2023-06-02,61,True
REV-01633,PROD-TOP-002,4154,Top,Amazon,Tablet App,2,Negative,2023-04-25,54,True
REV-01634,PROD-JACKET-001,1344,Jacket,Nalli,Desktop Web,4,Positive,2022-02-28,118,True
REV-01635,PROD-SUIT-001,1626,Suit,Nalli,Desktop Web,5,Positive,2024-12-09,16,True
REV-01636,PROD-KURTA-002,1159,kurta,Flipkart,Tablet App,5,Positive,2023-09-26,50,True
REV-01637,PROD-BOTTOM-001,1642,Bottom,Myntra,Mobile Web,1,Negative,2022-10-30,39,True
REV-01638,PROD-SET-003,3577,Set,Amazon,Desktop Web,4,Positive,2023-02-21,19,False
REV-01639,PROD-SAREE-002,2824,Saree,Amazon,Tablet App,1,Negative,2022-11-23,70,True
REV-01640,PROD-DRESS-001,3797,Western Dress,Myntra,Mobile App,5,Positive,2024-02-10,49,True
REV-01641,PROD-SAREE-001,3276,Saree,Flipkart,Mobile Web,5,Positive,2022-10-01,104,True
REV-01642,PROD-SUIT-001,2842,Suit,Ajio,Mobile App,4,Positive,2022-05-27,28,False
REV-01643,PROD-SET-003,2968,Set,Flipkart,Mobile App,5,Positive,2024-01-26,78,False
REV-01644,PROD-BLOUSE-001,1132,Blouse,Ajio,Desktop Web,5,Positive,2023-04-17,5,True
REV-01645,PROD-TOP-002,3147,Top,Myntra,Tablet App,4,Positive,2023-11-27,19,True
REV-01646,PROD-TOP-002,286,Top,Flipkart,Tablet App,4,Positive,2024-09-11,22,True
REV-01647,PROD-BLOUSE-001,3809,Blouse,Amazon,Mobile Web,5,Positive,2022-08-06,87,True
REV-01648,PROD-BLOUSE-001,1318,Blouse,Flipkart,Desktop Web,5,Positive,2022-01-26,73,False
REV-01649,PROD-BLOUSE-001,3983,Blouse,Ajio,Tablet App,5,Positive,2022-01-24,98,True
REV-01650,PROD-TOP-002,4945,Top,Ajio,Mobile Web,4,Positive,2022-08-26,99,True
REV-01651,PROD-SAREE-001,915,Saree,Myntra,Tablet App,5,Positive,2024-01-18,68,True
REV-01652,PROD-KURTA-003,4835,kurta,Flipkart,Desktop Web,3,Neutral,2023-11-22,65,False
REV-01653,PROD-BOTTOM-001,2308,Bottom,Amazon,Mobile App,4,Positive,2024-08-09,111,True
REV-01654,PROD-BOTTOM-001,2068,Bottom,Ajio,Mobile Web,4,Positive,2024-01-27,86,True
REV-01655,PROD-KURTA-001,2403,kurta,Flipkart,Tablet App,4,Positive,2023-01-02,2,True
REV-01656,PROD-SAREE-001,4881,Saree,Amazon,Mobile Web,4,Positive,2022-03-14,93,True
REV-01657,PROD-LEHENGA-001,1436,Lehenga Choli,Amazon,Mobile App,5,Positive,2023-05-25,16,True
REV-01658,PROD-BOTTOM-002,2830,Bottom,Ajio,Desktop Web,4,Positive,2023-07-17,117,False
REV-01659,PROD-JACKET-001,2676,Jacket,Flipkart,Mobile App,4,Positive,2022-06-06,18,False
REV-01660,PROD-SET-001,2768,Set,Flipkart,Tablet App,4,Positive,2022-06-11,51,True
REV-01661,PROD-SET-003,650,Set,Ajio,Mobile App,5,Positive,2023-06-11,101,True
REV-01662,PROD-JACKET-001,4212,Jacket,Nalli,Desktop Web,4,Positive,2023-09-13,88,True
REV-01663,PROD-SAREE-002,3580,Saree,Flipkart,Desktop Web,5,Positive,2023-03-17,35,False
REV-01664,PROD-KURTA-002,2335,kurta,Flipkart,Mobile App,5,Positive,2023-01-07,52,True
REV-01665,PROD-KURTA-001,2251,kurta,Flipkart,Tablet App,5,Positive,2022-09-23,76,True
REV-01666,PROD-SET-001,2660,Set,Myntra,Mobile App,4,Positive,2022-02-07,78,True
REV-01667,PROD-SUIT-001,4877,Suit,Flipkart,Tablet App,5,Positive,2024-05-11,60,False
REV-01668,PROD-KURTA-001,2838,kurta,Ajio,Desktop Web,4,Positive,2023-10-17,59,True
REV-01669,PROD-DRESS-001,3196,Western Dress,Flipkart,Tablet App,4,Positive,2022-12-15,4,False
REV-01670,PROD-KURTA-003,681,kurta,Myntra,Mobile Web,5,Positive,2023-12-09,38,True
REV-01671,PROD-SAREE-001,243,Saree,Myntra,Desktop Web,4,Positive,2024-08-15,79,True
REV-01672,PROD-JACKET-001,2326,Jacket,Nalli,Tablet App,4,Positive,2022-02-17,30,True
REV-01673,PROD-LEHENGA-001,795,Lehenga Choli,Ajio,Desktop Web,3,Neutral,2022-09-10,27,True
REV-01674,PROD-JACKET-001,3286,Jacket,Nalli,Tablet App,4,Positive,2022-11-22,45,True
REV-01675,PROD-ETHNIC-001,2617,Ethnic Dress,Flipkart,Mobile App,5,Positive,2023-07-26,85,True
REV-01676,PROD-DUPATTA-001,1845,Dupatta,Ajio,Tablet App,4,Positive,2024-03-14,96,True
REV-01677,PROD-TOP-002,1286,Top,Myntra,Tablet App,5,Positive,2024-07-09,36,True
REV-01678,PROD-LEHENGA-001,1412,Lehenga Choli,Amazon,Tablet App,5,Positive,2024-08-08,74,True
REV-01679,PROD-ETHNIC-001,1837,Ethnic Dress,Myntra,Mobile App,4,Positive,2022-03-01,76,False
REV-01680,PROD-ETHNIC-001,4996,Ethnic Dress,Myntra,Desktop Web,5,Positive,2023-10-28,72,True
REV-01681,PROD-KURTA-003,4927,kurta,Ajio,Desktop Web,5,Positive,2022-02-16,108,True
REV-01682,PROD-BOTTOM-001,1436,Bottom,Ajio,Desktop Web,4,Positive,2023-05-06,41,True
REV-01683,PROD-TOP-002,1696,Top,Nalli,Tablet App,2,Negative,2022-03-05,58,True
REV-01684,PROD-SUIT-001,1449,Suit,Ajio,Mobile App,4,Positive,2023-05-11,102,False
REV-01685,PROD-SAREE-001,2006,Saree,Ajio,Mobile App,5,Positive,2022-11-23,0,True
REV-01686,PROD-ETHNIC-001,3157,Ethnic Dress,Amazon,Tablet App,5,Positive,2024-08-20,33,False
REV-01687,PROD-SET-001,195,Set,Ajio,Tablet App,5,Positive,2024-12-29,105,True
REV-01688,PROD-TOP-002,2977,Top,Ajio,Tablet App,5,Positive,2022-03-23,54,True
REV-01689,PROD-SET-001,4750,Set,Amazon,Desktop Web,3,Neutral,2023-06-22,46,True
REV-01690,PROD-SAREE-001,3954,Saree,Myntra,Mobile Web,3,Neutral,2023-05-13,12,True
REV-01691,PROD-KURTA-003,2005,kurta,Flipkart,Mobile Web,4,Positive,2024-10-03,37,True
REV-01692,PROD-SAREE-001,4655,Saree,Flipkart,Mobile App,5,Positive,2023-06-13,97,True
REV-01693,PROD-SET-002,1811,Set,Flipkart,Mobile Web,4,Positive,2022-02-23,91,True
REV-01694,PROD-TOP-002,4651,Top,Flipkart,Tablet App,5,Positive,2022-11-21,91,True
REV-01695,PROD-TOP-002,1201,Top,Nalli,Mobile Web,3,Neutral,2022-09-21,109,True
REV-01696,PROD-TOP-001,1734,Top,Nalli,Mobile Web,5,Positive,2022-02-27,18,False
REV-01697,PROD-KURTA-001,4234,kurta,Ajio,Tablet App,4,Positive,2024-11-07,79,True
REV-01698,PROD-SAREE-002,2575,Saree,Nalli,Mobile Web,5,Positive,2024-10-23,48,True
REV-01699,PROD-SET-003,1437,Set,Ajio,Tablet App,5,Positive,2024-09-14,1,True
REV-01700,PROD-SAREE-001,1838,Saree,Myntra,Mobile Web,4,Positive,2023-02-27,77,True
REV-01701,PROD-DRESS-001,4665,Western Dress,Amazon,Desktop Web,4,Positive,2024-07-29,94,True
REV-01702,PROD-SAREE-002,810,Saree,Flipkart,Mobile App,5,Positive,2024-03-27,34,False
REV-01703,PROD-LEHENGA-001,459,Lehenga Choli,Ajio,Desktop Web,5,Positive,2022-06-12,31,True
REV-01704,PROD-SET-003,1871,Set,Ajio,Desktop Web,5,Positive,2023-05-17,5,False
REV-01705,PROD-TOP-001,1557,Top,Amazon,Desktop Web,5,Positive,2022-07-07,66,True
REV-01706,PROD-KURTA-002,4798,kurta,Nalli,Tablet App,4,Positive,2023-05-15,59,True
REV-01707,PROD-LEHENGA-001,2613,Lehenga Choli,Amazon,Desktop Web,5,Positive,2022-04-15,61,True
REV-01708,PROD-BOTTOM-001,819,Bottom,Nalli,Desktop Web,3,Neutral,2023-02-09,76,True
REV-01709,PROD-TOP-002,914,Top,Ajio,Desktop Web,5,Positive,2024-05-30,75,False
REV-01710,PROD-BOTTOM-001,3336,Bottom,Nalli,Mobile Web,5,Positive,2023-05-31,63,True
REV-01711,PROD-SAREE-001,2325,Saree,Flipkart,Mobile Web,4,Positive,2024-11-19,111,False
REV-01712,PROD-DRESS-002,2530,Western Dress,Ajio,Mobile App,4,Positive,2024-10-27,96,True
REV-01713,PROD-BOTTOM-002,3855,Bottom,Ajio,Desktop Web,1,Negative,2024-11-09,22,True
REV-01714,PROD-ETHNIC-001,3631,Ethnic Dress,Flipkart,Desktop Web,5,Positive,2022-07-13,24,True
REV-01715,PROD-DRESS-002,2502,Western Dress,Flipkart,Tablet App,4,Positive,2024-10-24,13,True
REV-01716,PROD-SUIT-001,2653,Suit,Myntra,Desktop Web,4,Positive,2022-11-13,98,True
REV-01717,PROD-SET-003,2668,Set,Nalli,Tablet App,5,Positive,2022-11-18,83,False
REV-01718,PROD-ETHNIC-001,1874,Ethnic Dress,Flipkart,Tablet App,5,Positive,2023-07-06,119,True
REV-01719,PROD-SAREE-002,2900,Saree,Flipkart,Tablet App,3,Neutral,2023-11-15,39,True
REV-01720,PROD-JACKET-001,47,Jacket,Ajio,Mobile App,4,Positive,2024-05-04,52,True
REV-01721,PROD-SET-002,160,Set,Myntra,Desktop Web,5,Positive,2023-07-16,84,True
REV-01722,PROD-TOP-002,2637,Top,Ajio,Tablet App,5,Positive,2022-02-18,41,False
REV-01723,PROD-LEHENGA-001,4121,Lehenga Choli,Ajio,Mobile Web,5,Positive,2023-03-17,13,True
REV-01724,PROD-DRESS-002,4858,Western Dress,Ajio,Mobile App,3,Neutral,2024-09-09,99,True
REV-01725,PROD-BOTTOM-002,486,Bottom,Amazon,Mobile App,4,Positive,2024-02-08,81,True
REV-01726,PROD-TOP-001,2329,Top,Amazon,Tablet App,4,Positive,2024-06-16,17,True
REV-01727,PROD-SAREE-001,1244,Saree,Myntra,Mobile Web,5,Positive,2024-04-27,73,True
REV-01728,PROD-LEHENGA-001,2686,Lehenga Choli,Nalli,Mobile Web,3,Neutral,2023-05-18,71,False
REV-01729,PROD-TOP-002,558,Top,Flipkart,Mobile Web,5,Positive,2022-10-15,115,True
REV-01730,PROD-DRESS-001,1866,Western Dress,Ajio,Mobile Web,3,Neutral,2024-08-17,42,True
REV-01731,PROD-TOP-001,1150,Top,Amazon,Tablet App,4,Positive,2022-02-17,54,True
REV-01732,PROD-BOTTOM-002,494,Bottom,Nalli,Mobile Web,5,Positive,2024-12-18,2,False
REV-01733,PROD-ETHNIC-001,2680,Ethnic Dress,Nalli,Tablet App,5,Positive,2024-10-29,36,False
REV-01734,PROD-SAREE-001,4631,Saree,Amazon,Mobile App,5,Positive,2022-06-04,68,True
REV-01735,PROD-DUPATTA-001,4702,Dupatta,Ajio,Desktop Web,5,Positive,2022-06-29,96,True
REV-01736,PROD-ETHNIC-001,3697,Ethnic Dress,Myntra,Mobile Web,5,Positive,2024-08-11,9,True
REV-01737,PROD-JACKET-001,3543,Jacket,Amazon,Tablet App,4,Positive,2024-12-16,73,True
REV-01738,PROD-KURTA-001,155,kurta,Amazon,Desktop Web,5,Positive,2024-03-09,41,True
REV-01739,PROD-SET-002,4788,Set,Flipkart,Tablet App,4,Positive,2023-04-02,83,True
REV-01740,PROD-JACKET-001,1548,Jacket,Myntra,Desktop Web,5,Positive,2022-11-09,39,True
REV-01741,PROD-SET-001,1044,Set,Nalli,Mobile Web,1,Negative,2022-03-22,8,True
REV-01742,PROD-SAREE-001,1653,Saree,Flipkart,Desktop Web,5,Positive,2023-03-04,54,True
REV-01743,PROD-DRESS-002,2911,Western Dress,Amazon,Desktop Web,5,Positive,2023-03-21,112,True
REV-01744,PROD-SET-001,209,Set,Ajio,Desktop Web,5,Positive,2024-02-08,48,True
REV-01745,PROD-BOTTOM-001,1685,Bottom,Ajio,Mobile App,4,Positive,2023-02-11,11,True
REV-01746,PROD-DUPATTA-001,997,Dupatta,Myntra,Desktop Web,5,Positive,2024-11-23,15,True
REV-01747,PROD-SUIT-001,3401,Suit,Myntra,Desktop Web,4,Positive,2023-10-11,11,False
REV-01748,PROD-SAREE-002,918,Saree,Ajio,Mobile App,4,Positive,2024-11-07,0,True
REV-01749,PROD-ETHNIC-001,2906,Ethnic Dress,Flipkart,Mobile Web,4,Positive,2022-07-24,107,True
REV-01750,PROD-ETHNIC-001,1879,Ethnic Dress,Amazon,Tablet App,5,Positive,2023-09-08,112,True
REV-01751,PROD-KURTA-001,2649,kurta,Amazon,Desktop Web,5,Positive,2023-07-17,108,True
REV-01752,PROD-SET-003,4249,Set,Myntra,Desktop Web,5,Positive,2022-09-20,88,True
REV-01753,PROD-KURTA-002,2401,kurta,Flipkart,Tablet App,2,Negative,2023-03-06,105,True
REV-01754,PROD-ETHNIC-001,1241,Ethnic Dress,Myntra,Mobile Web,3,Neutral,2024-11-28,112,True
REV-01755,PROD-SET-003,2508,Set,Ajio,Mobile Web,1,Negative,2023-02-22,116,True
REV-01756,PROD-SUIT-001,2717,Suit,Amazon,Tablet App,4,Positive,2022-02-22,4,True
REV-01757,PROD-ETHNIC-001,4903,Ethnic Dress,Nalli,Desktop Web,2,Negative,2024-02-12,20,True
REV-01758,PROD-KURTA-001,755,kurta,Ajio,Mobile App,4,Positive,2023-04-02,14,True
REV-01759,PROD-BOTTOM-001,1102,Bottom,Nalli,Mobile App,5,Positive,2024-06-20,39,True
REV-01760,PROD-BOTTOM-002,1051,Bottom,Flipkart,Mobile Web,5,Positive,2023-06-11,78,True
REV-01761,PROD-BOTTOM-002,1031,Bottom,Myntra,Desktop Web,4,Positive,2023-02-06,103,True
REV-01762,PROD-DRESS-002,3309,Western Dress,Flipkart,Mobile App,5,Positive,2022-07-14,31,True
REV-01763,PROD-TOP-001,2693,Top,Ajio,Mobile Web,3,Neutral,2023-09-09,97,True
REV-01764,PROD-SAREE-001,4747,Saree,Amazon,Tablet App,4,Positive,2022-10-25,80,True
REV-01765,PROD-DRESS-001,1172,Western Dress,Amazon,Desktop Web,5,Positive,2022-01-30,20,True
REV-01766,PROD-SAREE-001,3964,Saree,Flipkart,Desktop Web,1,Negative,2024-09-11,80,False
REV-01767,PROD-BLOUSE-001,3713,Blouse,Nalli,Mobile Web,4,Positive,2023-03-16,69,True
REV-01768,PROD-SET-001,2764,Set,Flipkart,Desktop Web,5,Positive,2024-11-19,32,True
REV-01769,PROD-BOTTOM-002,791,Bottom,Flipkart,Mobile Web,5,Positive,2024-07-23,8,True
REV-01770,PROD-ETHNIC-001,775,Ethnic Dress,Myntra,Tablet App,5,Positive,2022-09-16,106,True
REV-01771,PROD-SET-001,1035,Set,Flipkart,Mobile Web,5,Positive,2023-08-29,57,True
REV-01772,PROD-LEHENGA-001,4135,Lehenga Choli,Myntra,Tablet App,5,Positive,2022-06-19,104,False
REV-01773,PROD-DRESS-001,137,Western Dress,Myntra,Mobile Web,3,Neutral,2023-03-31,67,False
REV-01774,PROD-SET-002,4302,Set,Amazon,Mobile Web,5,Positive,2024-12-22,69,True
REV-01775,PROD-DUPATTA-001,821,Dupatta,Myntra,Desktop Web,3,Neutral,2022-11-22,107,True
REV-01776,PROD-LEHENGA-001,1657,Lehenga Choli,Flipkart,Mobile App,5,Positive,2024-05-18,51,True
REV-01777,PROD-BLOUSE-001,3904,Blouse,Ajio,Mobile Web,5,Positive,2024-05-12,17,True
REV-01778,PROD-KURTA-001,1711,kurta,Nalli,Mobile App,2,Negative,2023-10-01,7,True
REV-01779,PROD-SET-002,1987,Set,Ajio,Desktop Web,3,Neutral,2022-11-25,82,True
REV-01780,PROD-BLOUSE-001,2871,Blouse,Amazon,Desktop Web,5,Positive,2023-05-25,35,True
REV-01781,PROD-BLOUSE-001,1687,Blouse,Ajio,Desktop Web,3,Neutral,2022-11-07,86,True
REV-01782,PROD-SAREE-001,4265,Saree,Flipkart,Mobile App,1,Negative,2022-08-29,98,False
REV-01783,PROD-BOTTOM-002,2448,Bottom,Amazon,Tablet App,4,Positive,2024-06-16,19,True
REV-01784,PROD-SAREE-001,3126,Saree,Flipkart,Mobile App,5,Positive,2022-03-25,80,True
REV-01785,PROD-ETHNIC-001,2385,Ethnic Dress,Myntra,Mobile App,5,Positive,2024-09-24,11,False
REV-01786,PROD-SUIT-001,4052,Suit,Ajio,Tablet App,5,Positive,2023-05-10,7,True
REV-01787,PROD-TOP-001,2062,Top,Nalli,Mobile Web,5,Positive,2023-07-19,53,True
REV-01788,PROD-SAREE-002,3978,Saree,Myntra,Tablet App,3,Neutral,2022-07-27,28,False
REV-01789,PROD-ETHNIC-001,3997,Ethnic Dress,Nalli,Tablet App,5,Positive,2022-08-01,77,False
REV-01790,PROD-BLOUSE-001,4837,Blouse,Amazon,Mobile App,2,Negative,2022-08-09,15,True
REV-01791,PROD-SAREE-002,3226,Saree,Amazon,Mobile Web,5,Positive,2024-05-13,82,True
REV-01792,PROD-BOTTOM-001,306,Bottom,Ajio,Tablet App,5,Positive,2024-12-06,85,True
REV-01793,PROD-DRESS-001,2695,Western Dress,Amazon,Mobile Web,5,Positive,2022-02-19,117,True
REV-01794,PROD-KURTA-001,2938,kurta,Flipkart,Mobile Web,5,Positive,2023-06-04,31,True
REV-01795,PROD-BOTTOM-001,3754,Bottom,Flipkart,Desktop Web,5,Positive,2023-10-27,26,False
REV-01796,PROD-LEHENGA-001,2856,Lehenga Choli,Myntra,Tablet App,5,Positive,2024-04-01,109,True
REV-01797,PROD-SAREE-001,2594,Saree,Flipkart,Mobile App,4,Positive,2023-04-12,117,True
REV-01798,PROD-BLOUSE-001,1526,Blouse,Ajio,Desktop Web,4,Positive,2024-10-15,33,True
REV-01799,PROD-SAREE-002,2962,Saree,Myntra,Desktop Web,4,Positive,2024-06-15,41,True
REV-01800,PROD-SET-001,4147,Set,Nalli,Mobile Web,3,Neutral,2023-09-28,96,False
REV-01801,PROD-LEHENGA-001,1628,Lehenga Choli,Amazon,Mobile App,3,Neutral,2022-06-05,91,False
REV-01802,PROD-BLOUSE-001,2787,Blouse,Nalli,Mobile Web,5,Positive,2022-10-26,50,True
REV-01803,PROD-BLOUSE-001,4671,Blouse,Amazon,Mobile Web,3,Neutral,2023-08-25,28,True
REV-01804,PROD-KURTA-002,2243,kurta,Amazon,Tablet App,4,Positive,2022-11-14,28,True
REV-01805,PROD-DRESS-002,1770,Western Dress,Myntra,Mobile App,5,Positive,2024-06-20,37,True
REV-01806,PROD-KURTA-001,3596,kurta,Ajio,Desktop Web,5,Positive,2024-09-16,52,True
REV-01807,PROD-DUPATTA-001,2143,Dupatta,Flipkart,Mobile Web,5,Positive,2024-03-03,55,True
REV-01808,PROD-SAREE-002,2623,Saree,Nalli,Mobile Web,5,Positive,2023-04-26,9,True
REV-01809,PROD-SAREE-001,4410,Saree,Nalli,Desktop Web,5,Positive,2023-05-21,12,False
REV-01810,PROD-BOTTOM-002,4949,Bottom,Myntra,Mobile Web,4,Positive,2022-08-03,91,False
REV-01811,PROD-DRESS-002,3771,Western Dress,Nalli,Tablet App,4,Positive,2022-04-19,63,False
REV-01812,PROD-ETHNIC-001,182,Ethnic Dress,Nalli,Tablet App,2,Negative,2022-12-17,71,True
REV-01813,PROD-SAREE-002,523,Saree,Flipkart,Mobile App,4,Positive,2022-10-30,92,True
REV-01814,PROD-JACKET-001,4897,Jacket,Ajio,Tablet App,4,Positive,2022-02-26,90,True
REV-01815,PROD-BLOUSE-001,2539,Blouse,Nalli,Mobile Web,4,Positive,2024-07-14,42,True
REV-01816,PROD-JACKET-001,3336,Jacket,Myntra,Mobile Web,5,Positive,2024-11-06,110,True
REV-01817,PROD-SUIT-001,4813,Suit,Amazon,Mobile App,2,Negative,2024-01-04,78,True
REV-01818,PROD-DUPATTA-001,1595,Dupatta,Myntra,Desktop Web,4,Positive,2022-11-27,106,True
REV-01819,PROD-KURTA-001,979,kurta,Flipkart,Mobile App,5,Positive,2024-10-10,12,True
REV-01820,PROD-JACKET-001,3339,Jacket,Ajio,Tablet App,5,Positive,2024-03-04,17,True
REV-01821,PROD-SET-003,1454,Set,Ajio,Mobile Web,3,Neutral,2023-12-29,63,True
REV-01822,PROD-SET-003,1857,Set,Flipkart,Mobile App,4,Positive,2023-02-15,43,True
REV-01823,PROD-SET-001,4966,Set,Amazon,Mobile App,4,Positive,2022-02-11,87,True
REV-01824,PROD-SET-001,104,Set,Amazon,Mobile Web,3,Neutral,2024-12-19,49,True
REV-01825,PROD-KURTA-001,569,kurta,Myntra,Desktop Web,5,Positive,2024-02-07,81,False
REV-01826,PROD-BOTTOM-002,2829,Bottom,Amazon,Desktop Web,3,Neutral,2023-03-24,76,True
REV-01827,PROD-JACKET-001,1455,Jacket,Nalli,Desktop Web,3,Neutral,2024-06-21,104,True
REV-01828,PROD-KURTA-001,2554,kurta,Flipkart,Mobile App,5,Positive,2022-09-04,44,True
REV-01829,PROD-JACKET-001,4077,Jacket,Myntra,Desktop Web,4,Positive,2022-07-24,78,True
REV-01830,PROD-BOTTOM-001,3670,Bottom,Amazon,Mobile App,5,Positive,2024-03-07,43,True
REV-01831,PROD-SAREE-002,1543,Saree,Ajio,Mobile App,3,Neutral,2024-10-02,45,True
REV-01832,PROD-BOTTOM-002,4259,Bottom,Amazon,Mobile Web,5,Positive,2022-07-22,116,False
REV-01833,PROD-JACKET-001,4274,Jacket,Ajio,Desktop Web,5,Positive,2024-12-25,36,True
REV-01834,PROD-SET-002,2400,Set,Ajio,Tablet App,4,Positive,2023-02-10,55,True
REV-01835,PROD-KURTA-003,855,kurta,Flipkart,Tablet App,4,Positive,2024-10-03,78,True
REV-01836,PROD-TOP-002,452,Top,Nalli,Mobile App,4,Positive,2023-08-12,24,True
REV-01837,PROD-TOP-002,2570,Top,Amazon,Mobile App,5,Positive,2022-12-22,6,True
REV-01838,PROD-BLOUSE-001,3554,Blouse,Nalli,Desktop Web,3,Neutral,2022-04-18,65,True
REV-01839,PROD-KURTA-002,3746,kurta,Myntra,Desktop Web,5,Positive,2022-07-22,91,True
REV-01840,PROD-KURTA-003,1694,kurta,Nalli,Mobile App,5,Positive,2024-10-11,5,True
REV-01841,PROD-DRESS-001,2380,Western Dress,Amazon,Desktop Web,5,Positive,2022-08-27,84,True
REV-01842,PROD-SET-003,3046,Set,Ajio,Mobile App,5,Positive,2023-04-13,19,True
REV-01843,PROD-SUIT-001,3464,Suit,Nalli,Mobile Web,4,Positive,2023-06-13,26,True
REV-01844,PROD-ETHNIC-001,3389,Ethnic Dress,Ajio,Mobile Web,5,Positive,2024-05-01,107,True
REV-01845,PROD-BOTTOM-002,3240,Bottom,Amazon,Tablet App,4,Positive,2022-01-22,16,True
REV-01846,PROD-KURTA-003,1302,kurta,Ajio,Mobile App,5,Positive,2022-08-25,23,False
REV-01847,PROD-SAREE-001,3263,Saree,Flipkart,Mobile Web,3,Neutral,2023-06-10,36,False
REV-01848,PROD-TOP-001,3236,Top,Myntra,Mobile App,3,Neutral,2022-09-02,71,True
REV-01849,PROD-DRESS-001,3842,Western Dress,Ajio,Mobile App,3,Neutral,2022-03-15,14,True
REV-01850,PROD-KURTA-002,685,kurta,Amazon,Desktop Web,5,Positive,2023-01-13,55,False
REV-01851,PROD-SAREE-002,3622,Saree,Nalli,Mobile App,4,Positive,2022-10-20,84,False
REV-01852,PROD-DRESS-001,359,Western Dress,Nalli,Mobile App,5,Positive,2023-10-14,19,True
REV-01853,PROD-TOP-001,3785,Top,Myntra,Mobile App,5,Positive,2023-12-19,50,True
REV-01854,PROD-SET-002,522,Set,Myntra,Desktop Web,5,Positive,2024-11-01,80,True
REV-01855,PROD-SAREE-001,208,Saree,Ajio,Mobile App,5,Positive,2024-06-17,107,True
REV-01856,PROD-SUIT-001,1175,Suit,Nalli,Mobile Web,4,Positive,2022-11-26,7,True
REV-01857,PROD-KURTA-003,144,kurta,Nalli,Desktop Web,4,Positive,2024-12-30,92,True
REV-01858,PROD-SAREE-002,1915,Saree,Amazon,Tablet App,2,Negative,2022-08-01,0,False
REV-01859,PROD-KURTA-002,1840,kurta,Amazon,Mobile App,5,Positive,2022-09-03,2,True
REV-01860,PROD-JACKET-001,3169,Jacket,Ajio,Desktop Web,5,Positive,2023-08-02,87,True
REV-01861,PROD-SUIT-001,3926,Suit,Myntra,Tablet App,4,Positive,2024-07-20,68,True
REV-01862,PROD-DRESS-002,3183,Western Dress,Flipkart,Desktop Web,3,Neutral,2022-12-24,47,True
REV-01863,PROD-ETHNIC-001,349,Ethnic Dress,Ajio,Tablet App,5,Positive,2022-10-22,90,False
REV-01864,PROD-DRESS-002,2892,Western Dress,Myntra,Tablet App,5,Positive,2022-09-14,53,True
REV-01865,PROD-BOTTOM-001,3183,Bottom,Ajio,Mobile Web,5,Positive,2024-06-28,43,True
REV-01866,PROD-BLOUSE-001,1687,Blouse,Myntra,Desktop Web,3,Neutral,2024-12-21,91,True
REV-01867,PROD-JACKET-001,3796,Jacket,Nalli,Tablet App,3,Neutral,2024-01-15,47,True
REV-01868,PROD-DRESS-001,891,Western Dress,Nalli,Tablet App,4,Positive,2024-08-21,38,False
REV-01869,PROD-ETHNIC-001,2767,Ethnic Dress,Nalli,Desktop Web,2,Negative,2023-03-21,84,True
REV-01870,PROD-DUPATTA-001,196,Dupatta,Myntra,Tablet App,4,Positive,2024-06-26,72,True
REV-01871,PROD-TOP-001,3293,Top,Nalli,Desktop Web,5,Positive,2022-11-16,19,True
REV-01872,PROD-SAREE-001,3987,Saree,Flipkart,Mobile App,4,Positive,2022-09-25,86,True
REV-01873,PROD-KURTA-003,433,kurta,Flipkart,Mobile App,3,Neutral,2022-01-18,40,True
REV-01874,PROD-DRESS-001,2520,Western Dress,Amazon,Mobile Web,5,Positive,2023-03-13,79,True
REV-01875,PROD-JACKET-001,3892,Jacket,Flipkart,Desktop Web,5,Positive,2024-07-03,37,True
REV-01876,PROD-SET-001,1246,Set,Myntra,Tablet App,5,Positive,2022-11-24,15,False
REV-01877,PROD-SUIT-001,2304,Suit,Myntra,Mobile App,4,Positive,2024-08-19,84,True
REV-01878,PROD-BOTTOM-001,1111,Bottom,Ajio,Tablet App,3,Neutral,2022-03-22,48,True
REV-01879,PROD-SET-003,3613,Set,Nalli,Desktop Web,5,Positive,2024-01-13,57,True
REV-01880,PROD-BOTTOM-002,2784,Bottom,Amazon,Mobile Web,5,Positive,2023-12-06,8,True
