index,Order ID,Cust ID,Gender,Age,Date,Status,Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-postal-code,ship-country,B2B
3078,171-3628010-2763532,3628010,Men,19,09/04/2022,Delivered,Myntra,J0041-SET-S,Set,S,1,INR,641,THIRUVANANTHAPURAM,695011,IN,FALSE
3079,404-4672266-9126757,4672266,Men,38,09/04/2022,Delivered,Amazon,J0236-SKD-M,Set,M,1,INR,912,MORBI,363641,IN,FALSE
3080,406-2347299-1166706,2347299,Women,58,09/04/2022,Delivered,Flipkart,SET268-KR-NP-L,Set,L,1,INR,788,PUNE,411048,IN,FALSE
3081,404-5863364-2980321,5863364,Women,59,09/04/2022,Delivered,Flipkart,J0005-DR-XL,Western Dress,XL,1,INR,899,Bangalore,560078,IN,FALSE
3082,407-0561554-1225911,561554,Men,46,09/04/2022,Delivered,Nalli,NW035-ST-CP-XXXL,Set,3XL,1,INR,565,HYDERABAD,502032,IN,FALSE
3083,404-6198874-4034767,6198874,Men,32,09/04/2022,Delivered,Flipkart,J0003-SET-XS,Set,XS,1,INR,664,Dimapur,797112,IN,FALSE
3084,404-6198874-4034767,6198874,Men,38,09/04/2022,Delivered,Myntra,SAR004,Saree,Free,1,INR,567,NEW DELHI,110096,IN,FALSE
3085,403-6255519-5420333,6255519,Women,47,09/04/2022,Delivered,Myntra,SET383-KR-NP-M,Set,M,1,INR,599,UJJAIN,456010,IN,FALSE
3086,171-2192280-0508341,2192280,Men,44,09/04/2022,Cancelled,Amazon,SET268-KR-NP-S,Set,S,1,INR,698,HYDERABAD,500018,IN,FALSE
3087,407-2149216-5085152,2149216,Women,20,09/04/2022,Delivered,Ajio,SET350-KR-NP-M,Set,M,1,INR,1221,GHAZIABAD,201014,IN,FALSE
3088,406-6703890-5495527,6703890,Women,45,09/04/2022,Delivered,Myntra,JNE3518-KR-L,kurta,L,1,INR,458,Pune,411009,IN,FALSE
3089,408-1675654-5798731,1675654,Women,22,09/04/2022,Delivered,Nalli,J0340-TP-XS,Top,XS,1,INR,659,SHAHJAHANPUR,242001,IN,FALSE
3090,402-6295223-6456316,6295223,Women,19,09/04/2022,Delivered,Myntra,J0087-TP-XS,Top,XS,1,INR,329,HIMMATNAGAR,383001,IN,FALSE
3091,406-0286696-2255550,286696,Men,46,09/04/2022,Delivered,Amazon,SET287-KR-NP-XXXL,Set,3XL,1,INR,666,HYDERABAD,500035,IN,FALSE
3092,403-3514177-8024317,3514177,Women,37,09/04/2022,Delivered,Amazon,PJNE2100-KR-N-5XL,kurta,5XL,1,INR,718,HYDERABAD,500068,IN,FALSE
3093,406-2876061-1212363,2876061,Women,26,09/04/2022,Refunded,Myntra,JNE3373-KR-S,kurta,S,1,INR,364,GWALIOR,474006,IN,FALSE
3094,402-4540279-9644344,4540279,Men,31,09/04/2022,Delivered,Myntra,SET349-KR-NP-XXXL,Set,3XL,1,INR,968,FARIDABAD,121002,IN,FALSE
3095,402-7435605-4290730,7435605,Women,45,09/04/2022,Delivered,Amazon,J0006-SET-XL,Ethnic Dress,XL,1,INR,899,BENGALURU,560078,IN,FALSE
3096,404-4131628-6514754,4131628,Men,32,09/04/2022,Delivered,Flipkart,J0134-SET-S,Set,S,1,INR,699,CHENNAI,600041,IN,FALSE
3097,404-4131628-6514754,4131628,Women,32,09/04/2022,Delivered,Amazon,JNE3568-KR-L,kurta,L,2,INR,798,Bangalore,560067,IN,FALSE
3098,404-7953670-6413965,7953670,Women,31,09/04/2022,Delivered,Myntra,JNE3607-KR-XXXL,kurta,3XL,1,INR,471,Kollumangudi,609403,IN,FALSE
3099,404-2185448-6756325,2185448,Women,30,09/04/2022,Delivered,Nalli,JNE2014-KR-178-XL,kurta,XL,1,INR,359,NEW DELHI,110033,IN,TRUE
3100,406-6427473-9470757,6427473,Men,44,09/04/2022,Delivered,Myntra,SET341-KR-NP-XXL,Set,XXL,1,INR,899,RAIPUR,492007,IN,FALSE
3101,406-5988644-5462711,5988644,Women,37,09/04/2022,Delivered,Amazon,JNE3630-KR-XL,kurta,XL,1,INR,405,NEW DELHI,110017,IN,FALSE
3102,406-5988644-5462711,5988644,Women,30,09/04/2022,Delivered,Amazon,JNE3368-KR-M,kurta,M,1,INR,471,TIRUNELVELI,627011,IN,FALSE
3103,405-1434982-5710721,1434982,Women,30,09/04/2022,Delivered,Myntra,JNE3622-KR-L,kurta,L,1,INR,349,NEW DELHI,110084,IN,FALSE
3104,405-1434982-5710721,1434982,Women,43,09/04/2022,Delivered,Amazon,J0179-KR-XXL,kurta,XXL,1,INR,696,Mumbai,400078,IN,FALSE
3105,408-1822384-0793920,1822384,Women,34,09/04/2022,Delivered,Myntra,JNE3797-KR-M,Western Dress,M,1,INR,715,KOTHAMANGALAM,686692,IN,FALSE
3106,406-9917436-4093923,9917436,Women,33,09/04/2022,Delivered,Amazon,SET364-KR-NP-S,Set,S,1,INR,1126,JAIPUR,302013,IN,FALSE
3107,406-9917436-4093923,9917436,Women,20,09/04/2022,Delivered,Amazon,J0052-KR-XS,kurta,XS,1,INR,699,Panjim,403001,IN,FALSE
3108,406-1297282-9108350,1297282,Men,28,09/04/2022,Delivered,Myntra,SET291-KR-PP-M,Set,M,1,INR,569,ZIRAKPUR,140603,IN,FALSE
3109,406-1297282-9108350,1297282,Women,69,09/04/2022,Delivered,Myntra,NW024-TP-PJ-XL,Set,XL,1,INR,586,RANCHI,834008,IN,FALSE
3110,408-5423623-6837127,5423623,Women,37,09/04/2022,Delivered,Flipkart,J0025-DR-XXL,Western Dress,XXL,1,INR,566,MUMBAI,400094,IN,FALSE
3111,408-2820464-0543503,2820464,Women,42,09/04/2022,Delivered,Meesho,SET401-KR-NP-M,Set,M,1,INR,999,Hyderabad,500050,IN,FALSE
3112,407-7076326-2397136,7076326,Men,26,09/04/2022,Delivered,Flipkart,SAR029,Saree,Free,1,INR,597,GUDALUR THE NILGIRIS DISTRICT,643212,IN,FALSE
3113,407-8624354-6778708,8624354,Women,47,09/04/2022,Delivered,Flipkart,JNE3797-KR-A-M,Western Dress,M,1,INR,725,AHMEDABAD,380058,IN,FALSE
3114,407-8624354-6778708,8624354,Women,29,09/04/2022,Delivered,Amazon,JNE3399-KR-XL,kurta,XL,1,INR,469,CHENNAI,600119,IN,FALSE
3115,171-7435710-6559539,7435710,Women,26,09/04/2022,Delivered,Amazon,JNE2305-KR-533-XS,kurta,XS,1,INR,357,NELLORE,524003,IN,FALSE
3116,408-0460362-5267513,460362,Women,29,09/04/2022,Delivered,Myntra,JNE3885-KR-XXL,kurta,XXL,1,INR,584,KANPUR,208001,IN,FALSE
3117,404-1710683-5755547,1710683,Men,37,09/04/2022,Delivered,Ajio,NW014-ST-SR-XL,Set,XL,1,INR,560,PUNE,411038,IN,FALSE
3118,408-5843022-8413109,5843022,Women,70,09/04/2022,Cancelled,Ajio,SET268-KR-NP-XXXL,Set,3XL,1,INR,788,BENGALURU,560032,IN,FALSE
3119,405-2350342-6822718,2350342,Women,21,09/04/2022,Delivered,Amazon,J0094-KR-M,kurta,M,1,INR,568,AHMEDABAD,380007,IN,FALSE
3120,403-8352854-8096361,8352854,Women,45,09/04/2022,Delivered,Myntra,SET269-KR-NP-XXL,Set,XXL,1,INR,824,SRIKALAHASTI,517644,IN,FALSE
3121,403-8352854-8096361,8352854,Women,62,09/04/2022,Delivered,Meesho,BL107-S,Blouse,S,1,INR,319,GHAZIABAD,201012,IN,FALSE
3122,406-2062486-5664335,2062486,Women,29,09/04/2022,Delivered,Amazon,SET392-KR-NP-XXXL,Set,3XL,1,INR,799,HYDERABAD,500080,IN,FALSE
3123,405-6047588-0969124,6047588,Women,61,09/04/2022,Delivered,Flipkart,SAR008,Saree,Free,1,INR,1146,"Mahadevapura, Bangalore",560048,IN,FALSE
3124,404-9252010-9717169,9252010,Women,19,09/04/2022,Delivered,Amazon,MEN5007-KR-XL,kurta,XL,1,INR,475,BHOPAL,462016,IN,FALSE
3125,402-2381437-0796356,2381437,Women,46,09/04/2022,Delivered,Flipkart,JNE3440-KR-N-L,kurta,L,1,INR,379,FARIDABAD,121003,IN,FALSE
3126,404-4721538-5873136,4721538,Men,25,09/04/2022,Delivered,Flipkart,SET398-KR-PP-L,Set,L,1,INR,1186,MUMBAI,400102,IN,FALSE
3127,404-0474391-6070709,474391,Men,26,09/04/2022,Delivered,Ajio,SET288-KR-NP-XXXL,Set,3XL,1,INR,674,JAMSHEDPUR,831001,IN,FALSE
3128,404-5051478-2579504,5051478,Women,22,09/04/2022,Delivered,Flipkart,SET363-KR-NP-XXL,Set,XXL,1,INR,1149,KOLKATA,700078,IN,FALSE
3129,407-9335911-1673924,9335911,Women,27,09/04/2022,Delivered,Amazon,SAR023,Saree,Free,1,INR,474,JAMMU,180002,IN,FALSE
3130,404-3906471-6671553,3906471,Women,18,09/04/2022,Delivered,Myntra,J0414-DR-XXL,Western Dress,XXL,1,INR,1229,NEW DELHI,110078,IN,FALSE
3131,408-0876908-7321103,876908,Women,45,09/04/2022,Delivered,Ajio,MEN5018-KR-L,kurta,L,1,INR,521,CUTTACK,753012,IN,FALSE
3132,404-5141213-8084358,5141213,Women,33,09/04/2022,Delivered,Flipkart,JNE3654-TP-XXL,Top,XXL,1,INR,387,NAVI MUMBAI,400709,IN,FALSE
3133,403-2355311-7587510,2355311,Men,51,09/04/2022,Delivered,Myntra,SET288-KR-NP-L,Set,L,1,INR,684,Chennai,600116,IN,FALSE
3134,408-8237248-3263551,8237248,Women,30,09/04/2022,Delivered,Amazon,J0339-DR-XXL,Western Dress,XXL,1,INR,786,BENGALURU,560029,IN,FALSE
3135,405-7400775-5177956,7400775,Women,36,09/04/2022,Delivered,Flipkart,J0034-SET-XXXL,Set,3XL,1,INR,717,BENGALURU,560003,IN,FALSE
3136,407-4043206-8250739,4043206,Women,36,09/04/2022,Delivered,Myntra,J0341-DR-XL,Western Dress,XL,1,INR,1168,HYDERABAD,500044,IN,FALSE
3137,408-1710525-9605153,1710525,Men,34,09/04/2022,Delivered,Amazon,SET116-KR-NP-XXXL,Set,3XL,1,INR,573,Mohali,160071,IN,FALSE
3138,408-2837348-4266706,2837348,Women,27,09/04/2022,Returned,Flipkart,SET291-KR-PP-XS,Set,XS,1,INR,605,SHIMLA,171002,IN,FALSE
3139,408-9316962-5184359,9316962,Women,76,09/04/2022,Delivered,Flipkart,SET350-KR-NP-XXXL,Set,3XL,1,INR,1122,RATLAM,457001,IN,FALSE
3140,404-6549960-8937923,6549960,Women,23,09/04/2022,Delivered,Amazon,MEN5019-KR-L,kurta,L,1,INR,655,JAIPUR,302020,IN,FALSE
3141,405-7500334-3815520,7500334,Women,48,09/04/2022,Delivered,Amazon,J0243-DR-XXXL,Ethnic Dress,3XL,1,INR,999,RAMANATHAPURAM,623501,IN,FALSE
3142,407-3468580-4943551,3468580,Women,57,09/04/2022,Delivered,Others,JNE3567-KR-L,kurta,L,1,INR,399,GONDIYA,441601,IN,FALSE
3143,408-2632576-3474728,2632576,Women,29,09/04/2022,Delivered,Amazon,SET374-KR-NP-M,Set,M,1,INR,627,SRINAGAR,246174,IN,FALSE
3144,404-3488493-1173903,3488493,Men,27,09/04/2022,Delivered,Myntra,SET269-KR-NP-XL,Set,XL,1,INR,809,VISAKHAPATNAM,530013,IN,FALSE
3145,408-1885894-2416316,1885894,Women,45,09/04/2022,Returned,Ajio,JNE2291-KR-602-XS,kurta,XS,1,INR,376,VIKASNAGAR,248198,IN,FALSE
3146,404-8796350-4437118,8796350,Women,46,09/04/2022,Delivered,Amazon,SET184-KR-PP-L,Set,L,1,INR,563,BENGALURU,560016,IN,FALSE
3147,171-8384429-7321106,8384429,Women,43,09/04/2022,Delivered,Myntra,J0119-TP-XXXL,Top,3XL,1,INR,758,MUMBAI,400092,IN,FALSE
3148,171-6808007-6740325,6808007,Women,70,09/04/2022,Delivered,Amazon,J0033-KR-XS,kurta,XS,1,INR,399,VISAKHAPATNAM,530017,IN,FALSE
3149,404-4741895-6756320,4741895,Women,44,09/04/2022,Delivered,Flipkart,SET209-KR-PP-M,Set,M,1,INR,507,HYDERABAD,500089,IN,FALSE
3150,406-2686666-5753917,2686666,Men,41,09/04/2022,Delivered,Flipkart,J0095-SET-XXXL,Set,3XL,1,INR,653,NEW DELHI,110070,IN,FALSE
3151,406-5352317-4523533,5352317,Women,20,09/04/2022,Delivered,Amazon,MEN5004-KR-XXXL,kurta,3XL,1,INR,709,Siliguri,734003,IN,FALSE
3152,405-1986848-7680313,1986848,Women,62,09/04/2022,Delivered,Amazon,J0003-SET-S,Set,S,1,INR,664,GOLA GOKARANNATH,262802,IN,FALSE
3153,403-0053473-2636359,53473,Women,31,09/04/2022,Delivered,Amazon,JNE2153-KR-278-A-S,kurta,S,1,INR,424,KALABURGI,585102,IN,FALSE
3154,407-2127031-2480333,2127031,Women,59,09/04/2022,Delivered,Myntra,J0342-TP-L,Top,L,1,INR,574,SONIPAT,131001,IN,FALSE
3155,407-1253198-6954724,1253198,Women,39,09/04/2022,Delivered,Nalli,JNE3468-KR-XXL,kurta,XXL,1,INR,339,INDORE,452016,IN,FALSE
3156,404-6355894-6671514,6355894,Women,41,09/04/2022,Delivered,Amazon,SET375-KR-NP-L,Set,L,1,INR,696,CHOONDAL,680502,IN,FALSE
3157,404-6355894-6671514,6355894,Women,32,09/04/2022,Delivered,Myntra,SET388-KR-NP-XXL,Set,XXL,1,INR,1299,NEW DELHI,110059,IN,FALSE
3158,171-4360990-1586736,4360990,Men,27,09/04/2022,Delivered,Flipkart,SET288-KR-NP-L,Set,L,1,INR,650,MUMBAI,400065,IN,FALSE
3159,406-1990173-0316322,1990173,Women,33,09/04/2022,Delivered,Flipkart,JNE1525-KR-UDF19-A-M,kurta,M,1,INR,301,ALIBAG,402203,IN,FALSE
3160,408-0566626-9080307,566626,Women,57,09/04/2022,Delivered,Flipkart,J0244-SKD-XS,Set,XS,1,INR,1220,COLVALE,403513,IN,FALSE
3161,406-7947728-6360322,7947728,Women,69,09/04/2022,Delivered,Flipkart,J0230-SKD-L,Set,L,1,INR,1111,FARIDABAD,121003,IN,FALSE
3162,404-2280866-0274746,2280866,Women,41,09/04/2022,Cancelled,Flipkart,JNE3516-KR-E-XS,kurta,XS,1,INR,345,NEW DELHI,110059,IN,FALSE
3163,404-2280866-0274746,2280866,Women,47,09/04/2022,Delivered,Nalli,SET334-KR-NP-XXXL,Set,3XL,1,INR,657,BETUL BAZAR,460004,IN,FALSE
3164,402-7211335-1605143,7211335,Women,26,09/04/2022,Delivered,Amazon,JNE3887-KR-L,kurta,L,1,INR,526,GURUGRAM,122001,IN,FALSE
3165,406-6731054-5661942,6731054,Women,28,09/04/2022,Delivered,Amazon,JNE3405-KR-S,kurta,S,1,INR,449,MUMBAI,400093,IN,FALSE
3166,404-0404311-6565159,404311,Women,53,09/04/2022,Cancelled,Amazon,J0341-DR-XL,Western Dress,XL,1,INR,743,Shimoga,577204,IN,FALSE
3167,403-2537435-1030765,2537435,Women,41,09/04/2022,Delivered,Amazon,JNE3461-KR-XXL,kurta,XXL,1,INR,399,GUNTUR,522001,IN,FALSE
3168,404-0672633-0098758,672633,Men,65,09/04/2022,Delivered,Amazon,SET374-KR-NP-L,Set,L,1,INR,597,HYDERABAD,500050,IN,FALSE
3169,171-6078837-9125102,6078837,Men,41,09/04/2022,Delivered,Flipkart,J0236-SKD-S,Set,S,1,INR,950,LUCKNOW,226020,IN,FALSE
3170,404-6046527-3981130,6046527,Men,51,09/04/2022,Delivered,Amazon,J0382-SKD-L,Set,L,1,INR,1137,KRISHNAGIRI,635114,IN,FALSE
3171,171-8661771-1265965,8661771,Women,38,09/04/2022,Returned,Flipkart,JNE3405-KR-S,kurta,S,1,INR,399,CHANDIGARH,160023,IN,FALSE
3172,408-6839293-9846758,6839293,Women,34,09/04/2022,Delivered,Flipkart,JNE3787-KR-XXXL,kurta,3XL,1,INR,487,Ghaziabad,201014,IN,FALSE
3173,405-7903439-6383537,7903439,Women,77,09/04/2022,Delivered,Flipkart,JNE3680-TU-XXL,Top,XXL,2,INR,1148,PONDICHERRY,605008,IN,FALSE
3174,403-0759242-2605967,759242,Women,41,09/04/2022,Delivered,Myntra,J0119-TP-XXXL,Top,3XL,1,INR,750,NEW DELHI,110025,IN,FALSE
3175,402-0955685-1474759,955685,Women,43,09/04/2022,Delivered,Flipkart,JNE3800-KR-L,Western Dress,L,1,INR,724,RATLAM,457001,IN,FALSE
3176,171-5510849-4865113,5510849,Women,27,09/04/2022,Delivered,Flipkart,J0008-SKD-S,Set,S,1,INR,1065,WARANGAL,506003,IN,FALSE
3177,402-7199380-3724307,7199380,Women,33,09/04/2022,Delivered,Amazon,JNE3784-KR-M,kurta,M,1,INR,458,Pune,411045,IN,FALSE
3178,407-0343634-4538768,343634,Men,26,09/04/2022,Delivered,Amazon,J0127-SKD-S,Set,S,1,INR,1115,NOIDA,201301,IN,FALSE
3179,405-7588050-8839500,7588050,Women,21,09/04/2022,Delivered,Myntra,JNE3468-KR-M,kurta,M,1,INR,397,HYDERABAD,500039,IN,FALSE
3180,406-4454007-9596356,4454007,Women,72,09/04/2022,Delivered,Amazon,JNE1233-BLUE-KR-031-XS,kurta,XS,1,INR,376,Pune,411015,IN,FALSE
3181,405-5571913-3742758,5571913,Women,37,09/04/2022,Delivered,Flipkart,JNE3405-KR-M,kurta,M,1,INR,435,MARGAO,403601,IN,FALSE
3182,408-5853281-2077914,5853281,Women,59,09/04/2022,Delivered,Flipkart,JNE3794-KR-XL,kurta,XL,1,INR,497,DEHRADUN,248001,IN,FALSE
3183,406-9398843-4033131,9398843,Men,46,09/04/2022,Delivered,Others,J0095-SET-XXL,Set,XXL,1,INR,643,LUCKNOW,226010,IN,FALSE
3184,404-2523811-7869952,2523811,Women,38,09/04/2022,Delivered,Ajio,J0117-TP-XS,Top,XS,1,INR,512,GREATER NOIDA,201306,IN,FALSE
3185,171-0492900-4330750,492900,Women,36,09/04/2022,Delivered,Myntra,JNE3838-KR-XXL,kurta,XXL,1,INR,399,CHENNAI,600116,IN,FALSE
3186,408-3001928-6360322,3001928,Women,25,09/04/2022,Delivered,Myntra,JNE3861-DR-M,Western Dress,M,1,INR,1044,GHAZIABAD,201007,IN,FALSE
3187,404-8826763-2780339,8826763,Women,24,09/04/2022,Delivered,Amazon,JNE3546-KR-M,kurta,M,1,INR,487,BENGALURU,560040,IN,FALSE
3188,404-6071742-4109147,6071742,Women,49,09/04/2022,Delivered,Amazon,PJNE2199-KR-N-5XL,kurta,5XL,1,INR,426,BENGALURU,560048,IN,FALSE
3189,408-2533717-3984349,2533717,Women,19,09/04/2022,Delivered,Myntra,JNE1977-KR-237-M,kurta,M,1,INR,259,SILIGURI,734005,IN,FALSE
3190,403-3794022-3297137,3794022,Women,50,09/04/2022,Delivered,Amazon,J0184-KR-A-XL,kurta,XL,1,INR,405,THANE,400604,IN,FALSE
3191,408-9061957-7097117,9061957,Women,32,09/04/2022,Delivered,Amazon,MEN5009-KR-XL,kurta,XL,1,INR,499,KOLKATA,700152,IN,FALSE
3192,407-5346072-0451564,5346072,Women,21,09/04/2022,Delivered,Nalli,SET304-KR-DPT-S,Set,S,1,INR,1129,LUCKNOW,226010,IN,FALSE
3193,402-1928170-2302711,1928170,Women,64,09/04/2022,Delivered,Amazon,SET345-KR-NP-S,Set,S,1,INR,635,CUTTACK,753004,IN,FALSE
3194,407-7545707-2373900,7545707,Women,41,09/04/2022,Delivered,Ajio,JNE3500-KR-XXXL,kurta,3XL,1,INR,348,NAVI MUMBAI,410210,IN,FALSE
3195,404-1400457-1365133,1400457,Women,41,09/04/2022,Delivered,Flipkart,JNE3522-KR-L,kurta,L,1,INR,325,CHENNAI,600102,IN,FALSE
3196,406-7088853-9380324,7088853,Women,22,09/04/2022,Delivered,Amazon,PJNE2199-KR-N-6XL,kurta,6XL,1,INR,728,MADURAI,625007,IN,FALSE
3197,404-9253123-7579560,9253123,Men,78,09/04/2022,Delivered,Myntra,SET269-KR-NP-M,Set,M,1,INR,824,BENGALURU,560094,IN,FALSE
3198,406-8724499-7619501,8724499,Women,30,09/04/2022,Delivered,Ajio,JNE3458-KR-M,kurta,M,1,INR,380,Fort.MUMBAI,400023,IN,FALSE
3199,403-6359288-3319536,6359288,Women,48,09/04/2022,Delivered,Ajio,JNE3635-KR-XXL,kurta,XXL,1,INR,345,HYDERABAD,500090,IN,FALSE
3200,171-2380613-8765906,2380613,Men,37,09/04/2022,Delivered,Amazon,SET344-KR-NP-XXXL,Set,3XL,1,INR,968,BENGALURU,560058,IN,FALSE
3201,171-4514855-1427546,4514855,Women,21,09/04/2022,Delivered,Nalli,JNE3753-KR-XXXL,kurta,3XL,1,INR,499,BAGRU,303007,IN,FALSE
3202,408-6299693-2041918,6299693,Women,35,09/04/2022,Delivered,Amazon,J0416-DR-L,Western Dress,L,2,INR,1650,sathyamangalam,638402,IN,FALSE
3203,405-2826109-5612351,2826109,Women,41,09/04/2022,Delivered,Flipkart,J0157-DR-XL,Western Dress,XL,1,INR,659,NEW TOWN,700136,IN,FALSE
3204,404-2778110-3387558,2778110,Women,34,09/04/2022,Delivered,Meesho,PJ0096-KR-N-5XL,kurta,5XL,1,INR,688,LUCKNOW,226025,IN,FALSE
3205,404-9204315-7745948,9204315,Men,43,09/04/2022,Delivered,Ajio,J0041-SET-L,Set,L,1,INR,660,SURAT,395009,IN,FALSE
3206,407-3198450-3297932,3198450,Men,33,09/04/2022,Delivered,Amazon,SET378-KR-NP-XL,Set,XL,1,INR,1299,HYDERABAD,500043,IN,FALSE
3207,171-9442967-5749912,9442967,Men,48,09/04/2022,Delivered,Flipkart,J0013-SKD-XXXL,Set,3XL,1,INR,1085,CHENNAI,600130,IN,FALSE
3208,404-1477314-6759518,1477314,Men,19,09/04/2022,Delivered,Meesho,SET377-KR-NP-L,Set,L,1,INR,1036,UNNAO,226301,IN,FALSE
3209,404-5373353-8915521,5373353,Men,24,09/04/2022,Delivered,Amazon,SET268-KR-NP-S,Set,S,1,INR,788,KOLHAPUR,416012,IN,FALSE
3210,171-5800267-0406743,5800267,Men,76,09/04/2022,Delivered,Flipkart,J0008-SKD-M,Set,M,1,INR,1133,JHANSI,284200,IN,FALSE
3211,406-0737736-4301108,737736,Men,33,09/04/2022,Delivered,Nalli,J0009-SKD-L,Set,L,1,INR,828,BENGALURU,560043,IN,TRUE
3212,405-4685203-8967558,4685203,Women,25,09/04/2022,Delivered,Nalli,JNE3399-KR-XXXL,kurta,3XL,1,INR,435,Navi mumbai,400703,IN,FALSE
3213,408-8549461-7380357,8549461,Men,63,09/04/2022,Delivered,Nalli,J0376-SKD-S,Set,S,1,INR,969,BHOPAL,462023,IN,FALSE
3214,408-3383359-6329922,3383359,Men,73,09/04/2022,Delivered,Flipkart,SET350-KR-NP-M,Set,M,1,INR,1098,MUMBAI,400095,IN,FALSE
3215,403-0699599-4306711,699599,Women,46,09/04/2022,Delivered,Flipkart,SAR013,Saree,Free,1,INR,1115,DULIAJAN,786602,IN,FALSE
3216,402-1848379-5942730,1848379,Women,52,09/04/2022,Delivered,Amazon,SAR021,Saree,Free,1,INR,799,BHUBANESWAR,751016,IN,FALSE
3217,406-1694409-3017128,1694409,Women,49,09/04/2022,Delivered,Amazon,JNE3568-KR-M,kurta,M,1,INR,399,MUMBAI,400052,IN,FALSE
3218,407-7968878-5857103,7968878,Women,21,09/04/2022,Delivered,Meesho,JNE3578-KR-XL,kurta,XL,1,INR,594,KALYAN,421202,IN,FALSE
3219,407-3036751-3050718,3036751,Men,24,09/04/2022,Delivered,Myntra,SET183-KR-DH-M,Set,M,1,INR,759,GHAZIABAD,201017,IN,FALSE
3220,171-4367754-8625918,4367754,Men,29,09/04/2022,Delivered,Myntra,SET098-KR-PP-M,Set,M,1,INR,759,BENGALURU,560103,IN,FALSE
3221,171-4367754-8625918,4367754,Women,33,09/04/2022,Delivered,Amazon,SET378-KR-NP-S,Set,S,1,INR,1324,SALEM,636004,IN,FALSE
3222,171-4367754-8625918,4367754,Women,43,09/04/2022,Delivered,Ajio,SET342-KR-NP-N-XL,Set,XL,1,INR,850,VASCO DA GAMA,403801,IN,FALSE
3223,171-4367754-8625918,4367754,Women,47,09/04/2022,Delivered,Flipkart,SET291-KR-PP-L,Set,L,1,INR,605,MANGALURU,575006,IN,FALSE
3224,171-4367754-8625918,4367754,Women,39,09/04/2022,Delivered,Ajio,JNE3458-KR-L,kurta,L,1,INR,369,CHENNAI,600130,IN,FALSE
3225,403-0066425-9648335,66425,Women,39,09/04/2022,Delivered,Amazon,SET197-KR-NP-M,Set,M,1,INR,759,GREATER NOIDA,201306,IN,FALSE
3226,406-7752572-5576359,7752572,Men,44,09/04/2022,Delivered,Amazon,J0134-SET-M,Set,M,1,INR,699,"Chalakudy , Thrissur",680307,IN,FALSE
3227,407-5486838-6505900,5486838,Women,27,09/04/2022,Delivered,Flipkart,JNE3440-KR-N-M,kurta,M,1,INR,435,AHMEDABAD,382481,IN,FALSE
3228,407-3021258-4117122,3021258,Women,33,09/04/2022,Delivered,Amazon,J0339-DR-XL,Western Dress,XL,1,INR,1033,BENGALURU,562125,IN,FALSE
3229,171-0622010-2177158,622010,Women,34,09/04/2022,Delivered,Meesho,PJNE3068-KR-6XL,kurta,6XL,1,INR,1043,MYSURU,570020,IN,FALSE
3230,171-0622010-2177158,622010,Women,20,09/04/2022,Delivered,Nalli,PJNE3068-KR-6XL,kurta,6XL,1,INR,1043,NEW DELHI,110017,IN,FALSE
3231,406-3391422-7782767,3391422,Women,29,09/04/2022,Delivered,Amazon,J0341-DR-L,Western Dress,L,1,INR,791,Pune,411058,IN,FALSE
3232,406-3391422-7782767,3391422,Women,42,09/04/2022,Delivered,Amazon,J0341-DR-XXXL,Western Dress,3XL,1,INR,744,TIRUPATI,517101,IN,FALSE
3233,406-1727876-2906739,1727876,Men,22,09/04/2022,Delivered,Myntra,J0003-SET-XL,Set,XL,1,INR,696,MEERUT,250001,IN,FALSE
3234,402-3287101-3461925,3287101,Women,23,09/04/2022,Delivered,Amazon,MEN5021-KR-L,kurta,L,1,INR,533,Mumbai,400078,IN,FALSE
3235,406-0662394-2771544,662394,Women,47,09/04/2022,Delivered,Myntra,JNE3461-KR-M,kurta,M,1,INR,379,JASHPURNAGAR,496331,IN,FALSE
3236,405-4555452-6575548,4555452,Women,37,09/04/2022,Delivered,Myntra,J0301-TP-XL,Top,XL,1,INR,693,MANGALURU,574229,IN,FALSE
3237,403-1527334-2905937,1527334,Women,28,09/04/2022,Delivered,Myntra,JNE3311-KR-XS,kurta,XS,1,INR,599,VIRALIMALAI,621316,IN,FALSE
3238,403-1527334-2905937,1527334,Women,40,09/04/2022,Refunded,Flipkart,JNE2199-KR-411-A-XS,kurta,XS,1,INR,353,NEDUMANGAD,695541,IN,FALSE
3239,405-5374033-8964303,5374033,Women,37,09/04/2022,Delivered,Flipkart,J0334-TP-XS,Top,XS,1,INR,549,BENGALURU,560037,IN,FALSE
3240,408-3017744-9598741,3017744,Women,70,09/04/2022,Delivered,Meesho,J0413-DR-XL,Western Dress,XL,1,INR,968,GURUGRAM,122018,IN,FALSE
3241,408-8202295-0434701,8202295,Men,47,09/04/2022,Returned,Amazon,J0236-SKD-M,Set,M,1,INR,912,BENGALURU,560011,IN,FALSE
3242,405-3247486-0586726,3247486,Women,30,09/04/2022,Delivered,Amazon,SET328-KR-NP-XL,Set,XL,1,INR,635,AURANGABAD,431002,IN,FALSE
3243,407-6993663-2486708,6993663,Men,40,09/04/2022,Delivered,Amazon,SET265-KR-NP-L,Set,L,1,INR,877,Leh,194101,IN,FALSE
